PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Golf Equipment,M,50,Married,Professional
Golf Equipment,M,50,Married,Professional
Golf Equipment,M,50,Married,Professional
Personal Accessories,M,50,Married,Professional
Camping Equipment,M,28,Single,Trades
Mountaineering Equipment,M,45,Married,Professional
Personal Accessories,M,45,Married,Professional
Personal Accessories,M,31,Single,Executive
Golf Equipment,M,42,Married,Retired
Golf Equipment,M,42,Married,Retired
Camping Equipment,M,28,Single,Trades
Camping Equipment,M,28,Single,Trades
Mountaineering Equipment,F,27,Single,Professional
Personal Accessories,F,27,Single,Professional
Mountaineering Equipment,F,27,Single,Professional
Mountaineering Equipment,F,27,Single,Professional
Outdoor Protection,F,25,Married,Sales
Golf Equipment,M,45,Married,Trades
Golf Equipment,M,45,Married,Trades
Personal Accessories,M,45,Married,Trades
Camping Equipment,M,32,Married,Other
Camping Equipment,M,32,Married,Other
Camping Equipment,M,32,Married,Other
Camping Equipment,M,19,Single,Other
Camping Equipment,M,19,Single,Other
Outdoor Protection,M,28,Single,Professional
Personal Accessories,F,29,Married,Sales
Personal Accessories,F,49,Married,Sales
Camping Equipment,M,33,Married,Sales
Camping Equipment,M,33,Married,Sales
Personal Accessories,F,23,Single,Other
Camping Equipment,M,28,Single,Other
Mountaineering Equipment,F,32,Married,Retail
Camping Equipment,M,24,Single,Executive
Camping Equipment,M,24,Single,Executive
Camping Equipment,M,30,Married,Sales
Camping Equipment,M,32,Married,Sales
Mountaineering Equipment,M,25,Single,Sales
Mountaineering Equipment,M,25,Single,Sales
Personal Accessories,M,24,Single,Other
Camping Equipment,F,29,Married,Retail
Personal Accessories,F,32,Single,Professional
Camping Equipment,M,48,Married,Professional
Camping Equipment,M,48,Married,Professional
Golf Equipment,F,41,Married,Other
Camping Equipment,F,39,Unspecified,Hospitality
Camping Equipment,F,45,Married,Executive
Outdoor Protection,F,45,Married,Executive
Camping Equipment,M,28,Married,Sales
Camping Equipment,M,28,Married,Sales
Camping Equipment,M,28,Married,Sales
Personal Accessories,F,22,Single,Other
Camping Equipment,M,27,Single,Other
Camping Equipment,M,27,Single,Other
Golf Equipment,M,47,Married,Other
Golf Equipment,M,47,Married,Other
Golf Equipment,M,47,Married,Other
Personal Accessories,M,47,Married,Other
Outdoor Protection,F,43,Unspecified,Hospitality
Camping Equipment,M,42,Married,Other
Camping Equipment,M,36,Married,Executive
Personal Accessories,F,20,Single,Student
Camping Equipment,F,38,Married,Executive
Personal Accessories,F,30,Married,Professional
Camping Equipment,M,21,Single,Other
Personal Accessories,F,18,Single,Professional
Camping Equipment,M,22,Single,Other
Golf Equipment,F,37,Married,Other
Personal Accessories,F,22,Single,Other
Personal Accessories,F,19,Single,Student
Personal Accessories,F,26,Single,Professional
Personal Accessories,F,50,Married,Other
Mountaineering Equipment,F,21,Single,Other
Camping Equipment,M,23,Single,Sales
Camping Equipment,M,23,Single,Sales
Personal Accessories,M,30,Single,Other
Mountaineering Equipment,M,30,Single,Other
Mountaineering Equipment,M,26,Single,Retail
Camping Equipment,M,26,Single,Retail
Camping Equipment,M,26,Single,Retail
Mountaineering Equipment,M,29,Single,Trades
Camping Equipment,M,29,Single,Trades
Personal Accessories,F,33,Single,Other
Personal Accessories,F,52,Married,Retired
Camping Equipment,M,29,Married,Sales
Camping Equipment,M,39,Married,Executive
Camping Equipment,M,39,Married,Executive
Camping Equipment,M,39,Married,Executive
Camping Equipment,M,39,Married,Executive
Personal Accessories,M,34,Single,Professional
Personal Accessories,M,28,Single,Other
Personal Accessories,F,53,Married,Other
Mountaineering Equipment,F,19,Single,Other
Mountaineering Equipment,F,19,Single,Other
Personal Accessories,F,19,Single,Other
Camping Equipment,F,31,Single,Retail
Camping Equipment,M,39,Married,Trades
Golf Equipment,M,56,Married,Trades
Mountaineering Equipment,M,32,Married,Sales
Personal Accessories,F,41,Married,Professional
Mountaineering Equipment,F,23,Single,Retail
Golf Equipment,F,50,Married,Other
Golf Equipment,F,50,Married,Other
Golf Equipment,F,50,Married,Other
Camping Equipment,M,26,Single,Professional
Camping Equipment,M,26,Single,Professional
Personal Accessories,F,25,Single,Other
Personal Accessories,F,57,Unspecified,Hospitality
Mountaineering Equipment,M,21,Single,Trades
Personal Accessories,F,54,Unspecified,Hospitality
Personal Accessories,F,24,Single,Professional
Golf Equipment,M,53,Married,Professional
Personal Accessories,M,53,Married,Professional
Camping Equipment,M,29,Single,Student
Personal Accessories,F,20,Single,Retail
Mountaineering Equipment,M,26,Single,Other
Mountaineering Equipment,M,26,Single,Other
Personal Accessories,M,26,Single,Other
Camping Equipment,F,48,Married,Hospitality
Camping Equipment,F,48,Married,Hospitality
Camping Equipment,F,48,Married,Hospitality
Camping Equipment,M,33,Married,Other
Mountaineering Equipment,F,27,Married,Professional
Mountaineering Equipment,F,27,Married,Professional
Camping Equipment,M,35,Married,Executive
Outdoor Protection,M,20,Single,Professional
Personal Accessories,M,20,Single,Professional
Camping Equipment,M,34,Married,Other
Camping Equipment,M,34,Married,Other
Personal Accessories,F,20,Single,Sales
Personal Accessories,M,45,Married,Professional
Camping Equipment,F,46,Married,Executive
Outdoor Protection,F,46,Married,Executive
Personal Accessories,M,28,Single,Sales
Camping Equipment,F,41,Married,Other
Camping Equipment,M,33,Married,Other
Camping Equipment,M,33,Married,Other
Personal Accessories,M,33,Married,Other
Personal Accessories,M,29,Single,Sales
Camping Equipment,F,24,Single,Other
Golf Equipment,M,59,Married,Professional
Personal Accessories,F,25,Single,Other
Personal Accessories,F,30,Single,Professional
Personal Accessories,F,23,Single,Other
Personal Accessories,F,45,Married,Other
Camping Equipment,F,36,Unspecified,Hospitality
Mountaineering Equipment,F,30,Married,Other
Personal Accessories,F,30,Married,Other
Personal Accessories,F,28,Single,Professional
Camping Equipment,M,20,Single,Trades
Camping Equipment,M,20,Single,Trades
Camping Equipment,F,19,Single,Other
Camping Equipment,F,19,Single,Other
Camping Equipment,F,39,Unspecified,Hospitality
Outdoor Protection,F,39,Unspecified,Hospitality
Mountaineering Equipment,M,21,Single,Student
Personal Accessories,M,43,Married,Other
Golf Equipment,F,35,Married,Other
Camping Equipment,F,42,Married,Other
Camping Equipment,F,42,Married,Other
Camping Equipment,F,42,Married,Other
Personal Accessories,F,19,Single,Other
Camping Equipment,M,35,Married,Trades
Mountaineering Equipment,M,27,Single,Other
Personal Accessories,F,49,Married,Retired
Personal Accessories,F,18,Single,Professional
Camping Equipment,F,34,Married,Executive
Outdoor Protection,F,34,Married,Executive
Mountaineering Equipment,M,26,Single,Trades
Mountaineering Equipment,M,28,Single,Trades
Mountaineering Equipment,M,28,Single,Trades
Camping Equipment,M,31,Unspecified,Sales
Camping Equipment,F,46,Married,Hospitality
Camping Equipment,F,46,Married,Hospitality
Camping Equipment,F,46,Married,Hospitality
Personal Accessories,M,35,Married,Other
Personal Accessories,M,35,Married,Other
Personal Accessories,F,44,Married,Other
Outdoor Protection,F,44,Married,Other
Personal Accessories,F,47,Married,Sales
Camping Equipment,M,44,Married,Sales
Golf Equipment,M,50,Married,Professional
Golf Equipment,M,50,Married,Professional
Personal Accessories,F,32,Single,Professional
Camping Equipment,M,36,Married,Sales
Mountaineering Equipment,M,29,Single,Other
Personal Accessories,F,21,Single,Student
Camping Equipment,F,47,Married,Executive
Personal Accessories,F,28,Single,Other
Personal Accessories,F,52,Married,Retired
Personal Accessories,F,36,Unspecified,Other
Personal Accessories,F,19,Single,Sales
Camping Equipment,M,42,Married,Sales
Camping Equipment,M,42,Married,Sales
Personal Accessories,F,22,Single,Retail
Camping Equipment,M,31,Married,Trades
Camping Equipment,M,31,Married,Trades
Camping Equipment,M,34,Single,Other
Camping Equipment,M,34,Single,Other
Mountaineering Equipment,F,24,Single,Other
Mountaineering Equipment,F,24,Single,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,M,39,Married,Sales
Personal Accessories,F,30,Married,Executive
Mountaineering Equipment,M,35,Single,Other
Mountaineering Equipment,M,35,Single,Other
Camping Equipment,M,22,Single,Sales
Camping Equipment,M,22,Single,Sales
Camping Equipment,M,31,Married,Other
Golf Equipment,F,44,Married,Other
Golf Equipment,F,44,Married,Other
Golf Equipment,F,44,Married,Other
Camping Equipment,F,34,Married,Executive
Camping Equipment,M,25,Unspecified,Other
Camping Equipment,M,25,Unspecified,Other
Camping Equipment,M,25,Unspecified,Other
Personal Accessories,F,21,Single,Student
Personal Accessories,F,40,Married,Other
Personal Accessories,F,23,Single,Other
Personal Accessories,F,31,Single,Professional
Golf Equipment,F,47,Married,Other
Outdoor Protection,F,47,Married,Other
Camping Equipment,M,40,Married,Executive
Camping Equipment,M,40,Married,Executive
Camping Equipment,M,40,Married,Executive
Camping Equipment,M,40,Married,Executive
Personal Accessories,M,29,Married,Professional
Personal Accessories,F,28,Single,Professional
Personal Accessories,F,37,Married,Executive
Camping Equipment,M,27,Married,Other
Camping Equipment,M,40,Single,Other
Camping Equipment,M,41,Married,Other
Camping Equipment,M,41,Married,Other
Camping Equipment,F,27,Married,Retail
Camping Equipment,F,27,Married,Retail
Camping Equipment,F,38,Married,Other
Personal Accessories,F,29,Single,Sales
Personal Accessories,M,48,Unspecified,Trades
Personal Accessories,F,24,Single,Student
Camping Equipment,M,23,Single,Trades
Camping Equipment,M,23,Single,Trades
Personal Accessories,M,23,Single,Trades
Personal Accessories,F,30,Married,Other
Camping Equipment,M,25,Married,Sales
Personal Accessories,M,28,Single,Other
Personal Accessories,M,28,Single,Other
Outdoor Protection,M,28,Single,Other
Personal Accessories,M,36,Married,Other
Personal Accessories,F,29,Married,Sales
Personal Accessories,F,37,Single,Professional
Camping Equipment,F,26,Married,Professional
Personal Accessories,F,26,Married,Professional
Camping Equipment,F,33,Married,Executive
Camping Equipment,F,33,Married,Executive
Outdoor Protection,F,69,Married,Other
Camping Equipment,M,24,Single,Trades
Mountaineering Equipment,M,22,Single,Sales
Camping Equipment,F,29,Single,Other
Personal Accessories,F,24,Single,Retail
Camping Equipment,M,29,Single,Trades
Camping Equipment,M,29,Single,Trades
Mountaineering Equipment,M,25,Married,Sales
Personal Accessories,M,25,Married,Sales
Personal Accessories,F,54,Married,Retired
Camping Equipment,F,46,Married,Other
Camping Equipment,F,46,Married,Other
Outdoor Protection,F,46,Married,Other
Personal Accessories,F,28,Single,Other
Personal Accessories,F,47,Married,Retail
Mountaineering Equipment,F,47,Married,Retail
Camping Equipment,M,41,Married,Sales
Camping Equipment,M,24,Single,Sales
Camping Equipment,M,24,Single,Sales
Camping Equipment,M,25,Single,Professional
Camping Equipment,M,25,Single,Professional
Personal Accessories,M,22,Single,Student
Personal Accessories,F,28,Married,Sales
Camping Equipment,M,29,Single,Other
Camping Equipment,F,39,Married,Executive
Personal Accessories,F,36,Married,Professional
Mountaineering Equipment,M,22,Single,Sales
Personal Accessories,M,22,Single,Sales
Camping Equipment,M,31,Single,Other
Camping Equipment,M,31,Single,Other
Camping Equipment,M,34,Married,Sales
Camping Equipment,M,34,Married,Sales
Camping Equipment,F,32,Married,Hospitality
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,M,29,Single,Executive
Camping Equipment,M,29,Single,Executive
Personal Accessories,F,37,Unspecified,Hospitality
Mountaineering Equipment,F,37,Unspecified,Hospitality
Golf Equipment,M,50,Married,Retired
Golf Equipment,M,45,Married,Retired
Personal Accessories,F,29,Single,Retail
Camping Equipment,M,32,Married,Executive
Camping Equipment,M,32,Married,Executive
Personal Accessories,F,24,Single,Other
Personal Accessories,F,27,Single,Retail
Mountaineering Equipment,M,34,Single,Professional
Personal Accessories,F,18,Single,Student
Personal Accessories,F,27,Single,Student
Camping Equipment,M,36,Married,Other
Camping Equipment,M,39,Married,Sales
Personal Accessories,F,19,Single,Student
Personal Accessories,F,21,Single,Sales
Mountaineering Equipment,M,29,Single,Professional
Mountaineering Equipment,M,29,Single,Professional
Camping Equipment,M,34,Married,Sales
Golf Equipment,M,34,Married,Sales
Mountaineering Equipment,M,39,Married,Sales
Personal Accessories,M,39,Married,Sales
Camping Equipment,M,19,Single,Other
Camping Equipment,F,34,Married,Executive
Outdoor Protection,F,34,Married,Executive
Personal Accessories,F,29,Single,Other
Mountaineering Equipment,M,28,Single,Other
Mountaineering Equipment,M,28,Single,Other
Mountaineering Equipment,M,28,Single,Other
Mountaineering Equipment,M,21,Single,Sales
Camping Equipment,F,34,Married,Other
Outdoor Protection,F,34,Married,Other
Personal Accessories,F,39,Single,Retail
Golf Equipment,M,59,Unspecified,Other
Golf Equipment,M,59,Unspecified,Other
Golf Equipment,M,58,Married,Professional
Golf Equipment,M,58,Married,Professional
Golf Equipment,M,58,Married,Professional
Camping Equipment,M,23,Single,Trades
Mountaineering Equipment,M,47,Married,Professional
Mountaineering Equipment,M,47,Married,Professional
Camping Equipment,M,26,Single,Executive
Camping Equipment,M,26,Single,Executive
Camping Equipment,F,28,Single,Hospitality
Camping Equipment,F,44,Married,Other
Camping Equipment,M,37,Married,Trades
Outdoor Protection,M,37,Married,Trades
Personal Accessories,F,36,Married,Professional
Mountaineering Equipment,F,36,Married,Professional
Golf Equipment,F,56,Unspecified,Hospitality
Personal Accessories,F,24,Single,Student
Camping Equipment,F,40,Married,Other
Personal Accessories,F,51,Unspecified,Sales
Camping Equipment,M,25,Single,Trades
Camping Equipment,F,45,Married,Other
Camping Equipment,M,27,Married,Executive
Personal Accessories,F,27,Single,Other
Camping Equipment,M,22,Single,Other
Personal Accessories,M,22,Single,Other
Camping Equipment,M,21,Single,Other
Camping Equipment,M,21,Single,Other
Camping Equipment,M,31,Single,Other
Personal Accessories,F,49,Married,Executive
Camping Equipment,M,20,Single,Sales
Camping Equipment,M,40,Married,Other
Camping Equipment,M,40,Married,Other
Mountaineering Equipment,M,34,Single,Professional
Camping Equipment,F,23,Single,Other
Personal Accessories,F,23,Single,Other
Mountaineering Equipment,F,24,Single,Student
Mountaineering Equipment,F,24,Single,Student
Mountaineering Equipment,F,24,Single,Student
Personal Accessories,F,24,Single,Student
Personal Accessories,F,35,Single,Professional
Personal Accessories,F,43,Married,Sales
Mountaineering Equipment,M,27,Single,Other
Mountaineering Equipment,M,27,Single,Other
Personal Accessories,F,34,Married,Retail
Personal Accessories,F,36,Married,Professional
Personal Accessories,F,18,Single,Other
Personal Accessories,F,27,Single,Retail
Personal Accessories,F,51,Married,Other
Mountaineering Equipment,F,51,Married,Other
Personal Accessories,M,19,Single,Other
Golf Equipment,M,58,Married,Professional
Golf Equipment,M,58,Married,Professional
Golf Equipment,M,58,Married,Professional
Personal Accessories,F,23,Single,Sales
Personal Accessories,F,54,Married,Professional
Camping Equipment,M,27,Unspecified,Sales
Golf Equipment,M,27,Unspecified,Sales
Golf Equipment,M,27,Unspecified,Sales
Mountaineering Equipment,F,24,Single,Student
Mountaineering Equipment,F,24,Single,Student
Camping Equipment,M,42,Married,Other
Camping Equipment,M,42,Married,Other
Personal Accessories,F,29,Married,Other
Camping Equipment,M,35,Married,Other
Mountaineering Equipment,M,19,Single,Other
Camping Equipment,F,23,Single,Other
Golf Equipment,M,28,Married,Executive
Golf Equipment,M,28,Married,Executive
Golf Equipment,M,49,Married,Trades
Personal Accessories,F,20,Single,Other
Personal Accessories,M,34,Married,Other
Camping Equipment,M,25,Single,Student
Camping Equipment,M,25,Single,Student
Personal Accessories,F,23,Single,Other
Personal Accessories,M,34,Married,Other
Camping Equipment,M,32,Married,Other
Camping Equipment,M,32,Married,Other
Camping Equipment,M,32,Married,Other
Camping Equipment,F,28,Single,Other
Camping Equipment,F,28,Single,Other
Mountaineering Equipment,F,28,Single,Other
Personal Accessories,M,40,Married,Other
Personal Accessories,F,25,Single,Retail
Camping Equipment,F,56,Married,Other
Personal Accessories,F,56,Married,Other
Personal Accessories,F,30,Single,Other
Personal Accessories,F,58,Married,Other
Mountaineering Equipment,F,32,Married,Other
Mountaineering Equipment,F,32,Married,Other
Camping Equipment,M,44,Married,Executive
Camping Equipment,M,41,Married,Executive
Camping Equipment,M,41,Married,Executive
Camping Equipment,M,41,Married,Executive
Personal Accessories,F,26,Single,Professional
Personal Accessories,F,26,Single,Retail
Camping Equipment,F,29,Single,Other
Camping Equipment,M,26,Single,Trades
Personal Accessories,F,24,Single,Other
Outdoor Protection,M,21,Single,Sales
Camping Equipment,F,47,Married,Executive
Personal Accessories,F,35,Single,Professional
Personal Accessories,F,44,Married,Other
Camping Equipment,M,35,Single,Other
Mountaineering Equipment,M,34,Single,Other
Mountaineering Equipment,M,34,Single,Other
Personal Accessories,F,42,Married,Executive
Camping Equipment,M,43,Married,Other
Camping Equipment,M,43,Married,Other
Mountaineering Equipment,M,19,Single,Student
Personal Accessories,F,39,Married,Retail
Personal Accessories,F,37,Married,Sales
Camping Equipment,F,29,Single,Student
Camping Equipment,F,29,Single,Student
Mountaineering Equipment,F,19,Single,Student
Mountaineering Equipment,F,19,Single,Student
Personal Accessories,F,19,Single,Student
Camping Equipment,F,34,Married,Hospitality
Personal Accessories,F,34,Married,Hospitality
Personal Accessories,F,33,Single,Professional
Personal Accessories,F,46,Married,Other
Golf Equipment,F,56,Married,Other
Personal Accessories,F,21,Single,Retail
Camping Equipment,F,46,Married,Hospitality
Personal Accessories,M,25,Single,Other
Mountaineering Equipment,F,30,Married,Other
Personal Accessories,F,30,Married,Other
Camping Equipment,F,35,Unspecified,Hospitality
Camping Equipment,F,23,Single,Hospitality
Camping Equipment,F,23,Single,Hospitality
Camping Equipment,M,39,Unspecified,Sales
Personal Accessories,F,34,Single,Professional
Camping Equipment,F,31,Married,Other
Outdoor Protection,F,31,Married,Other
Mountaineering Equipment,M,43,Single,Sales
Mountaineering Equipment,M,43,Single,Sales
Mountaineering Equipment,M,43,Single,Sales
Camping Equipment,M,28,Single,Professional
Camping Equipment,M,28,Single,Professional
Personal Accessories,F,42,Married,Other
Personal Accessories,F,26,Single,Retail
Camping Equipment,F,26,Single,Retail
Personal Accessories,F,28,Unspecified,Sales
Personal Accessories,M,24,Single,Student
Camping Equipment,M,30,Married,Professional
Camping Equipment,M,28,Single,Executive
Personal Accessories,F,28,Single,Professional
Mountaineering Equipment,M,28,Single,Other
Camping Equipment,M,28,Single,Other
Camping Equipment,M,23,Single,Other
Camping Equipment,F,39,Married,Retail
Mountaineering Equipment,F,39,Married,Retail
Personal Accessories,F,49,Married,Other
Personal Accessories,F,43,Married,Executive
Personal Accessories,F,45,Married,Sales
Personal Accessories,F,26,Single,Sales
Mountaineering Equipment,M,29,Single,Other
Personal Accessories,F,59,Unspecified,Hospitality
Personal Accessories,F,21,Single,Student
Camping Equipment,F,51,Married,Other
Outdoor Protection,F,51,Married,Other
Personal Accessories,F,20,Single,Sales
Camping Equipment,M,25,Single,Professional
Personal Accessories,F,32,Single,Professional
Personal Accessories,F,19,Single,Retail
Camping Equipment,F,33,Married,Executive
Personal Accessories,F,18,Single,Other
Mountaineering Equipment,F,37,Married,Other
Camping Equipment,M,28,Single,Professional
Camping Equipment,M,28,Single,Professional
Camping Equipment,F,49,Married,Executive
Camping Equipment,F,43,Unspecified,Hospitality
Camping Equipment,F,37,Unspecified,Other
Outdoor Protection,F,37,Unspecified,Other
Mountaineering Equipment,M,29,Single,Professional
Personal Accessories,M,29,Single,Professional
Personal Accessories,M,28,Single,Other
Camping Equipment,F,48,Married,Executive
Camping Equipment,F,48,Married,Executive
Personal Accessories,F,22,Single,Student
Camping Equipment,M,41,Married,Executive
Personal Accessories,F,27,Single,Other
Camping Equipment,F,22,Single,Hospitality
Camping Equipment,F,27,Married,Other
Personal Accessories,F,28,Single,Other
Camping Equipment,F,37,Married,Other
Camping Equipment,F,37,Married,Other
Outdoor Protection,F,37,Married,Other
Personal Accessories,F,35,Married,Retail
Camping Equipment,M,40,Married,Trades
Camping Equipment,M,40,Married,Trades
Camping Equipment,M,31,Married,Sales
Mountaineering Equipment,F,31,Married,Other
Personal Accessories,F,31,Married,Other
Personal Accessories,F,26,Single,Student
Mountaineering Equipment,M,41,Married,Professional
Mountaineering Equipment,M,41,Married,Professional
Camping Equipment,M,34,Married,Sales
Camping Equipment,M,34,Married,Sales
Camping Equipment,M,32,Married,Other
Mountaineering Equipment,M,32,Married,Other
Mountaineering Equipment,F,23,Single,Student
Personal Accessories,F,58,Married,Other
Outdoor Protection,F,58,Married,Other
Camping Equipment,M,40,Married,Sales
Personal Accessories,M,40,Married,Sales
Camping Equipment,F,39,Married,Other
Camping Equipment,F,39,Married,Other
Camping Equipment,F,39,Married,Other
Personal Accessories,F,34,Married,Other
Mountaineering Equipment,M,30,Single,Trades
Personal Accessories,M,30,Single,Trades
Camping Equipment,F,19,Single,Other
Camping Equipment,M,38,Married,Executive
Personal Accessories,F,20,Single,Other
Camping Equipment,F,43,Married,Executive
Mountaineering Equipment,M,31,Single,Trades
Mountaineering Equipment,M,31,Single,Trades
Mountaineering Equipment,M,31,Single,Trades
Camping Equipment,M,27,Single,Sales
Camping Equipment,M,27,Single,Sales
Personal Accessories,M,21,Single,Sales
Golf Equipment,M,21,Single,Sales
Mountaineering Equipment,M,20,Single,Student
Mountaineering Equipment,F,29,Single,Professional
Mountaineering Equipment,F,29,Single,Professional
Camping Equipment,M,32,Married,Sales
Camping Equipment,M,32,Married,Sales
Mountaineering Equipment,M,32,Married,Sales
Mountaineering Equipment,M,32,Married,Sales
Camping Equipment,M,20,Single,Other
Camping Equipment,M,20,Single,Other
Personal Accessories,F,45,Married,Sales
Mountaineering Equipment,M,32,Single,Trades
Camping Equipment,M,32,Single,Trades
Camping Equipment,M,34,Unspecified,Professional
Personal Accessories,M,34,Unspecified,Professional
Camping Equipment,F,23,Single,Student
Camping Equipment,F,23,Single,Student
Golf Equipment,M,29,Married,Professional
Golf Equipment,M,29,Married,Professional
Golf Equipment,M,29,Married,Professional
Camping Equipment,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Personal Accessories,F,36,Married,Other
Outdoor Protection,F,36,Married,Other
Personal Accessories,F,21,Single,Other
Personal Accessories,F,28,Single,Other
Personal Accessories,F,28,Married,Executive
Personal Accessories,F,45,Married,Retired
Personal Accessories,M,26,Married,Student
Mountaineering Equipment,M,26,Married,Student
Personal Accessories,F,24,Single,Retail
Camping Equipment,M,32,Married,Executive
Mountaineering Equipment,M,32,Married,Executive
Mountaineering Equipment,M,32,Married,Executive
Personal Accessories,F,20,Single,Professional
Mountaineering Equipment,M,25,Single,Sales
Golf Equipment,M,55,Married,Professional
Mountaineering Equipment,F,28,Single,Other
Camping Equipment,F,38,Married,Other
Camping Equipment,M,27,Single,Professional
Camping Equipment,M,27,Single,Professional
Personal Accessories,F,33,Single,Professional
Camping Equipment,M,29,Married,Executive
Camping Equipment,M,29,Married,Executive
Mountaineering Equipment,M,29,Married,Executive
Mountaineering Equipment,M,29,Married,Executive
Personal Accessories,F,29,Single,Other
Personal Accessories,F,23,Single,Other
Camping Equipment,F,33,Married,Other
Personal Accessories,M,25,Single,Other
Personal Accessories,M,49,Married,Professional
Personal Accessories,M,30,Married,Other
Camping Equipment,M,30,Married,Other
Personal Accessories,M,32,Married,Professional
Personal Accessories,F,30,Married,Other
Personal Accessories,M,24,Single,Student
Camping Equipment,F,42,Unspecified,Sales
Personal Accessories,F,42,Unspecified,Sales
Camping Equipment,M,33,Married,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,M,42,Married,Other
Camping Equipment,M,25,Single,Sales
Camping Equipment,M,25,Single,Sales
Personal Accessories,F,28,Single,Student
Personal Accessories,F,28,Married,Executive
Camping Equipment,M,41,Married,Other
Personal Accessories,M,28,Married,Professional
Personal Accessories,F,27,Single,Other
Camping Equipment,F,45,Married,Other
Outdoor Protection,F,45,Married,Other
Personal Accessories,F,25,Single,Other
Personal Accessories,M,53,Married,Professional
Personal Accessories,M,53,Married,Professional
Camping Equipment,M,37,Married,Executive
Golf Equipment,M,34,Single,Other
Golf Equipment,M,34,Single,Other
Camping Equipment,M,32,Married,Sales
Camping Equipment,M,32,Married,Sales
Personal Accessories,F,41,Married,Sales
Camping Equipment,M,31,Married,Professional
Camping Equipment,F,39,Unspecified,Hospitality
Camping Equipment,F,39,Unspecified,Hospitality
Camping Equipment,F,25,Single,Student
Camping Equipment,F,25,Single,Student
Camping Equipment,F,25,Single,Student
Camping Equipment,M,38,Married,Executive
Outdoor Protection,M,38,Married,Executive
Camping Equipment,F,19,Single,Other
Personal Accessories,M,27,Married,Professional
Camping Equipment,M,29,Single,Other
Camping Equipment,M,29,Single,Other
Personal Accessories,F,39,Married,Other
Camping Equipment,F,34,Married,Hospitality
Personal Accessories,F,20,Single,Sales
Camping Equipment,M,32,Single,Executive
Camping Equipment,M,49,Married,Other
Camping Equipment,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Camping Equipment,F,35,Married,Other
Golf Equipment,M,52,Married,Professional
Golf Equipment,M,52,Married,Professional
Golf Equipment,M,52,Married,Professional
Personal Accessories,M,52,Married,Professional
Personal Accessories,F,29,Single,Retail
Outdoor Protection,F,39,Married,Retail
Personal Accessories,M,25,Married,Professional
Camping Equipment,M,38,Married,Executive
Golf Equipment,F,40,Married,Other
Golf Equipment,F,40,Married,Other
Personal Accessories,M,44,Married,Professional
Camping Equipment,F,43,Married,Other
Personal Accessories,F,28,Married,Professional
Personal Accessories,F,21,Single,Professional
Personal Accessories,F,27,Single,Student
Camping Equipment,M,41,Married,Trades
Personal Accessories,F,27,Single,Professional
Camping Equipment,F,29,Single,Other
Camping Equipment,F,29,Single,Other
Camping Equipment,M,26,Single,Professional
Camping Equipment,M,26,Single,Professional
Camping Equipment,F,21,Single,Other
Mountaineering Equipment,F,21,Single,Other
Mountaineering Equipment,F,21,Single,Other
Golf Equipment,F,55,Unspecified,Hospitality
Golf Equipment,F,55,Unspecified,Hospitality
Golf Equipment,F,55,Unspecified,Hospitality
Golf Equipment,F,55,Unspecified,Hospitality
Personal Accessories,M,48,Unspecified,Trades
Personal Accessories,F,27,Married,Executive
Camping Equipment,F,21,Married,Other
Outdoor Protection,F,21,Married,Other
Personal Accessories,F,39,Married,Professional
Personal Accessories,M,28,Married,Professional
Camping Equipment,F,36,Married,Executive
Outdoor Protection,F,36,Married,Executive
Personal Accessories,F,19,Single,Retail
Mountaineering Equipment,M,21,Single,Sales
Mountaineering Equipment,M,21,Single,Sales
Camping Equipment,F,21,Single,Other
Camping Equipment,F,21,Single,Other
Camping Equipment,F,41,Unspecified,Hospitality
Camping Equipment,F,41,Unspecified,Hospitality
Camping Equipment,F,33,Married,Other
Personal Accessories,F,24,Single,Student
Personal Accessories,F,38,Single,Professional
Camping Equipment,F,38,Single,Professional
Golf Equipment,M,53,Married,Professional
Golf Equipment,M,53,Married,Professional
Golf Equipment,F,59,Married,Other
Golf Equipment,F,59,Married,Other
Golf Equipment,F,59,Married,Other
Camping Equipment,F,36,Married,Other
Personal Accessories,F,40,Married,Retired
Mountaineering Equipment,F,28,Single,Student
Mountaineering Equipment,F,28,Single,Student
Mountaineering Equipment,F,28,Single,Student
Personal Accessories,F,28,Single,Student
Personal Accessories,F,33,Married,Professional
Camping Equipment,F,43,Married,Other
Personal Accessories,M,42,Unspecified,Trades
Mountaineering Equipment,F,36,Unspecified,Professional
Camping Equipment,M,41,Married,Trades
Mountaineering Equipment,M,41,Married,Trades
Camping Equipment,M,27,Married,Executive
Camping Equipment,M,27,Married,Executive
Personal Accessories,F,40,Married,Professional
Personal Accessories,F,24,Single,Sales
Personal Accessories,F,29,Single,Other
Personal Accessories,F,25,Single,Professional
Camping Equipment,F,35,Unspecified,Hospitality
Camping Equipment,F,35,Unspecified,Hospitality
Golf Equipment,F,56,Married,Other
Golf Equipment,F,56,Married,Other
Camping Equipment,F,38,Married,Other
